app_id,full_text
440,"multiplayer cross-platform multiplayer steam achievements steam trading cards captions available steam workshop inapppurcases partial controller support valve anti-cheat enabled stats includes level editor commentary available action freetoplay freetoplay multiplayer fps distinct classes provide broad range tactical abilities personalities. constantly updated game modes, maps, equipment and, importantly, hats! freetoplay hero shooter multiplayer fps shooter action classbased teambased funny firstperson online coop competitive cartoony trading coop comedy robots tactical cartoon crafting"
678950,singleplayer multiplayer online multiplayer shared/splitscreen steam achievements full controller support steam trading cards steam cloud action fighting anime action dragon ball fighterz born dragon ball series loved famous: endless spectacular fights all-powerful fighters. fighting anime action 2d fighter multiplayer local multiplayer competitive controller singleplayer arcade esports pvp difficult fastpaced spectacle fighter thirdperson beat em up adventure combat comic book
281990,"singleplayer multiplayer cross-platform multiplayer steam achievements steam trading cards steam workshop steam cloud simulation strategy space strategy grand strategy explore galaxy wonders sci-fi grand strategy game paradox development studios. interact diverse alien races, discover strange worlds unexpected events expand reach empire. adventure holds limitless possibilities. space grand strategy strategy sci-fi 4x exploration sandbox simulation multiplayer realtime with pause moddable singleplayer diplomacy management futuristic military replay value great soundtrack atmospheric procedural generation"
221100,"multiplayer online multiplayer steam workshop steam cloud valve anti-cheat enabled action adventure massive-multiplayer survival zombies open world long survive post-apocalyptic world? land overrun infected ""zombie"" population, compete survivors limited resources. team strangers stay strong together? play lone wolf avoid betrayal? dayz – story. survival zombies multiplayer open world action pvp shooter massive-multiplayer horror postapocalyptic simulation fps earlyaccess firstperson survival horror sandbox adventure coop atmospheric indie"
367520,"singleplayer steam achievements full controller support steam trading cards steam cloud action adventure indie metroidvania difficult great soundtrack forge path hollow knight! epic action adventure vast ruined kingdom insects heroes. explore twisting caverns, battle tainted creatures befriend bizarre bugs, classic, hand-drawn 2d style. metroidvania soulslike platformer great soundtrack difficult 2d indie atmospheric singleplayer exploration adventure story rich handdrawn action multiending dark fantasy open world cute controller side scroller"
322330,"singleplayer multiplayer coop cross-platform multiplayer full controller support steam trading cards steam workshop adventure indie simulation survival multiplayer coop fight, farm, build explore standalone multiplayer expansion uncompromising wilderness survival game, starve. exploration open world survival craft survival sandbox crafting roguelite multiplayer difficult open world 2d horror adventure atmospheric strategy survival horror funny action simulation online coop pvp"
371970,"singleplayer multiplayer coop online coop local coop cross-platform multiplayer steam achievements steam trading cards steam workshop partial controller support includes level editor action adventure indie rpg rpg rogue-like indie barony premier first-person roguelike cooperative play. cryptic items, brutal traps, devious monsters await you. conquer dungeon alone, gather party co-op iconic unusual rpg classes. ready try, die, dungeon time play! action roguelike rpg dungeon crawler coop indie adventure firstperson roguelike action pixel graphics multiplayer roguelite difficult voxel fantasy online coop violent fps singleplayer procedural generation"
548430,"singleplayer multiplayer online multiplayer coop online coop full controller support steam trading cards steam cloud action indie earlyaccess earlyaccess coop action deep rock galactic 1-4 player co-op fps featuring badass space dwarves, 100% destructible environments, procedurally-generated caves, endless hordes alien monsters. coop pve fps exploration procedural generation loot shooter classbased firstperson looter shooter sci-fi action space combat atmospheric horror survival action roguelike dark open world"
581320,"multiplayer online multiplayer online coop steam achievements steam trading cards partial controller support steam cloud stats action fps realistic shooter insurgency: sandstorm team-based, tactical fps based lethal close quarters combat objective-oriented multiplayer gameplay. experience intensity modern combat skill rewarded, teamwork wins fight. fps realistic shooter military multiplayer tactical action firstperson online coop war coop violent gore atmospheric difficult simulation open world massive-multiplayer indie choices matter"
356190,"singleplayer steam achievements full controller support steam trading cards inapppurcases steam cloud action adventure rpg open world action rpg experience epic open-world brought life award-winning nemesis system. forge ring power, conquer fortresses massive battles dominate mordor personal orc army middle-earth™: shadow war™. open world action rpg fantasy singleplayer adventure violent thirdperson gore stealth war story rich hack and slash action rpg medieval dark fantasy magic atmospheric strategy great soundtrack"
286160,"singleplayer multiplayer online multiplayer local multiplayer coop online coop local coop shared/splitscreen cross-platform multiplayer steam achievements full controller support steam trading cards steam workshop steam cloud includes level editor casual indie rpg simulation strategy board game simulation multiplayer tabletop simulator simulator aggression flipping table! rules follow: you, physics sandbox, friends. online board games play thousands community created mods. unlimited gaming possibilities! tabletop board game simulation multiplayer sandbox card game trading card game vr physics casual 3d strategy moddable wargame online coop coop rpg funny firstperson indie"
389730,"singleplayer multiplayer online multiplayer local multiplayer shared/splitscreen steam achievements full controller support steam trading cards steam cloud steam leaderboards action sports fighting action multiplayer discover epic conclusion long-time clan warfare members mishima family. powered unreal engine 4, legendary fighting game franchise fights stunning story-driven cinematic battles intense duels enjoyed friends rivals. fighting action multiplayer competitive arcade local multiplayer controller great soundtrack singleplayer esports 3d fighter sports character customization difficult anime beat em up story rich thirdperson nudity sexual"
268910,"singleplayer local coop shared/splitscreen steam achievements full controller support steam trading cards steam cloud action indie difficult cartoon platformer cuphead classic gun action game heavily focused boss battles. inspired cartoons 1930s, visuals audio painstakingly created techniques era, i.e. traditional hand drawn cel animation, watercolor backgrounds, original jazz recordings. difficult cartoon coop platformer great soundtrack local coop 2d handdrawn multiplayer indie retro cartoony bullet hell action shoot em up singleplayer side scroller colorful funny atmospheric"
601050,"singleplayer online multiplayer online coop steam achievements partial controller support steam cloud action action anime character customization abandon fear. attack titan 2 gripping sequel action game based worldwide hit anime series ""attack titan."" action anime character customization multiplayer open world gore rpg coop singleplayer adventure thirdperson online coop nudity story rich hack and slash horror great soundtrack jrpg musou sexual"
477740,"singleplayer steam achievements steam trading cards partial controller support steam cloud violent gore adventure story rich visual novel puzzle kidnapped unfamiliar location, people forced participate diabolical nonary game enigmatic mastermind called zero. there? chosen lives line? importantly, trusted? visual novel story rich puzzle mystery choices matter multiending psychological horror anime adventure great soundtrack atmospheric sci-fi singleplayer point  click escape room horror gore violent time travel detective"
627270,singleplayer multiplayer online multiplayer local multiplayer steam achievements full controller support steam trading cards inapppurcases steam cloud action fighting action superhero build power ultimate version favourite legends injustice 2. legend. journey. injustice. fighting action superhero multiplayer local multiplayer singleplayer 2d fighter comic book story rich arcade violent competitive character customization controller beat em up online coop nudity difficult
611790,singleplayer steam achievements steam trading cards partial controller support adventure casual indie simulation earlyaccess earlyaccess sexual nudity house party edgy comedy adventure game inspired classic comedies '90s. decision story character reveal. there’s button pants off. sexual mature life sim sandbox simulation choices matter lgbtq singleplayer firstperson comedy story rich immersive sim adventure multiending romance funny drama artificial intelligence cinematic puzzle
335300,"singleplayer multiplayer coop steam achievements full controller support action rpg rpg dark fantasy difficult dark souls™ ii: scholar sin brings franchise’s renowned obscurity & gripping gameplay level. join dark journey experience overwhelming enemy encounters, diabolical hazards, unrelenting challenge. soulslike dark fantasy rpg difficult action thirdperson atmospheric action rpg character customization coop multiplayer adventure fantasy medieval dark singleplayer lorerich story rich pvp remake"
523660,singleplayer coop online coop local coop shared/splitscreen full controller support action adventure casual sports strategy earlyaccess earlyaccess action coop childhood dream game! grab friend protect hypercore. hypercharge solo co-op wave-based first/third-person shooter small twist: action figure! explore. defend. survive. action online coop shooter fps singleplayer tower defense thirdperson shooter local coop split screen pve pvp exploration parkour tutorial thirdperson character customization firstperson 4 player local controller local multiplayer
644930,singleplayer steam achievements steam trading cards steam cloud stats steam leaderboards strategy earlyaccess earlyaccess base-building strategy billions steampunk strategy game set post-apocalyptic planet. build defend colonies survive billions infected seek annihilate remaining living humans. humanity survive zombie apocalypse? base building colony sim strategy zombies survival rts tower defense city builder steampunk building postapocalyptic singleplayer resource management realtime with pause difficult tactical management earlyaccess indie isometric
477160,"singleplayer online multiplayer local coop shared/splitscreen steam achievements full controller support steam trading cards steam cloud stats adventure indie funny multiplayer coop human: fall flat hilarious, light-hearted platformer set floating dreamscapes played solo 8 players online. free levels vibrant community rewarded. coop funny puzzle adventure physics sandbox action puzzle platformer open world multiplayer local coop indie comedy parkour local multiplayer casual singleplayer 3d platformer split screen simulation"
728880,singleplayer multiplayer online multiplayer local multiplayer coop online coop local coop shared/splitscreen steam achievements full controller support steam trading cards steam cloud action casual indie multiplayer casual local coop overcooked returns brand-new helping chaotic cooking action! journey onion kingdom assemble team chefs classic couch co-op online play players. hold aprons… it’s time save again! multiplayer online coop local coop casual coop funny indie 4 player local action cooking local multiplayer family friendly cute controller comedy difficult singleplayer simulation colorful strategy
488790,"singleplayer steam achievements steam trading cards partial controller support sexual nudity violent gore rpg rpg comedy dark humor creators south park, trey parker matt stone, south park: fractured whole, sequel 2014's award-winning south park: stick truth. rpg comedy dark humor funny superhero singleplayer mature turnbased cartoon memes adventure story rich nudity open world satire action 2d sexual illuminati atmospheric"
200510,singleplayer multiplayer cross-platform multiplayer steam achievements full controller support steam trading cards steam cloud strategy turn-based strategy tactical strategy xcom: enemy unknown - slingshot pack available! turnbased strategy tactical strategy sci-fi turnbased aliens singleplayer base building turnbased tactics unforgiving replay value addictive character customization permadeath multiplayer difficult rpg action atmospheric futuristic
22320,"singleplayer steam cloud rpg rpg open world fantasy elder scrolls iii: morrowind® game year edition includes morrowind content bloodmoon tribunal expansions. original mod construction set included package. epic, open-ended single-player rpg, morrowind create play kind character imaginable. rpg open world fantasy classic great soundtrack moddable singleplayer firstperson adventure cult classic atmospheric magic exploration story rich sandbox character customization action rpg medieval action thirdperson"
305620,"singleplayer steam achievements full controller support steam trading cards steam cloud adventure indie simulation strategy survival open world exploration long dark thoughtful, exploration-survival experience challenges solo players explore expansive frozen wilderness aftermath geomagnetic disaster. zombies -- you, cold, threats mother nature muster. survival open world survival craft open world exploration atmospheric firstperson singleplayer adventure crafting sandbox simulation postapocalyptic indie walking simulator survival horror strategy difficult action earlyaccess horror"
383980,"singleplayer online multiplayer local multiplayer local coop shared/splitscreen steam achievements full controller support steam trading cards steam cloud stats steam leaderboards indie fighting 2d fighter multiplayer rivals aether indie fighting game warring civilizations summon power fire, water, air, earth. play players locally online. fighting 2d fighter pixel graphics multiplayer indie local multiplayer competitive platformer 2d great soundtrack 4 player local games workshop action controller moddable arcade beat em up singleplayer retro gamemaker"
524220,"singleplayer steam achievements steam trading cards partial controller support steam cloud action rpg great soundtrack story rich female protagonist nier: automata tells story androids 2b, 9s battle reclaim machine-driven dystopia overrun powerful machines. great soundtrack story rich female protagonist action hack and slash rpg open world jrpg anime postapocalyptic singleplayer robots atmospheric sci-fi nudity adventure bullet hell spectacle fighter character action game violent"
262060,"singleplayer steam achievements steam trading cards partial controller support steam cloud indie rpg strategy turn-based combat rpg dungeon crawler darkest dungeon challenging gothic roguelike turn-based rpg psychological stresses adventuring. recruit, train, lead team flawed heroes unimaginable horrors, stress, disease, ever-encroaching dark. heroes hope lost? turnbased combat dark fantasy dungeon crawler roguelike rpg lovecraftian difficult turnbased singleplayer permadeath strategy atmospheric dark indie 2d roguelite horror gothic fantasy kickstarter"
6060,"singleplayer multiplayer online multiplayer partial controller support steam cloud action star wars action multiplayer join rise darth vader’s elite 501st legion stormtroopers fight story-based saga action impacts battlefront and, ultimately, fate star wars galaxy. action multiplayer shooter thirdperson shooter classic sci-fi space fps firstperson singleplayer moddable thirdperson military coop tactical great soundtrack strategy adventure addictive epic"
218230,"multiplayer mmo steam trading cards action freetoplay massive-multiplayer freetoplay massive-multiplayer fps planetside 2 all-out planetary war, thousands players battle enormous continents. utilize infantry, ground air vehicles, teamwork destroy enemies revolutionary first-person shooter massive scale. freetoplay fps massive-multiplayer shooter action open world multiplayer teambased sci-fi tactical war firstperson pvp futuristic coop online coop strategy space adventure rpg"
12210,"singleplayer multiplayer partial controller support action adventure open world action bowling niko bellic, johnny klebitz luis lopez thing common - live worst city america. liberty city worships money status, heaven living nightmare don't. open world action automobile sim multiplayer crime thirdperson adventure singleplayer thirdperson shooter sandbox moddable shooter physics atmospheric classic funny dark humor gore coop satire"
1032430,"singleplayer action earlyaccess earlyaccess gore violent wendigo. hard-hearted contract killer tasked annihilating fanatical cult. trusted arsenal ready, experience called ""the violent game vr"". early access includes raid, arena sandbox modes story campaign way. gore action violent vr earlyaccess horror shooter fps sandbox psychological horror singleplayer dark multiplayer realistic sexual"
380600,singleplayer multiplayer online multiplayer mmo coop online coop full controller support freetoplay massive-multiplayer simulation sports freetoplay fishing simulation fishing planet® free-to-play highly realistic first-person online multiplayer fishing simulator. developed avid fishing enthusiasts bring thrill actual angling pc. fishing freetoplay multiplayer simulation sports relaxing massive-multiplayer realistic firstperson coop open world singleplayer online coop family friendly adventure casual vr action mmorpg fps
293760,"singleplayer simulation strategy earlyaccess earlyaccess simulation management dream cars reality automation’s unparalleled car engine design tools. gain competitive edge smart engineering business decisions build automotive empire. industry leader, footnote automotive history? simulation management building sandbox strategy earlyaccess automobile sim realistic crafting education indie moddable science singleplayer replay value racing economy immersive sim choices matter physics"
22330,"singleplayer steam cloud rpg open world rpg fantasy elder scrolls iv: oblivion® game year edition presents rpgs time before. step inside richly detailed vibrant game-world created. powerful combination freeform gameplay unprecedented graphics, unravel main quest pace explore vast... rpg open world fantasy singleplayer moddable firstperson adventure exploration great soundtrack magic action character customization story rich atmospheric medieval sandbox classic action rpg thirdperson dark fantasy"
246900,"singleplayer multiplayer coop shared/splitscreen steam achievements full controller support steam trading cards steam workshop steam cloud includes level editor indie simulation simulation gore multiplayer viscera cleanup detail, step boots space-station janitor tasked cleaning horrific sci-fi horror events. machineguns plasma-rifles, tools mop bucket. hero left mess, deal aftermath. simulation gore multiplayer coop firstperson funny indie physics sci-fi comedy space singleplayer horror blood casual walking simulator sandbox parody adventure relaxing"
363890,"steam trading cards partial controller support design illustration web publishing rpgmaker game development rpg powerful developer simple child versatile platform!rpg maker mv rpg dreams! latest version includes host featuresand export options macosx, android, iphone! rpgmaker game development rpg anime gamemaker design  illustration web publishing jrpg software 2d singleplayer action rpg pixel graphics education sexual multiplayer nudity sandbox mmorpg"
8930,"singleplayer multiplayer steam achievements steam trading cards steam cloud strategy turn-based strategy strategy turn-based create, discover, download player-created maps, scenarios, interfaces, more! turnbased strategy strategy turnbased multiplayer historical 4x addictive singleplayer hex grid grand strategy replay value coop economy tactical diplomacy moddable simulation classic great soundtrack touchfriendly"
513710,"singleplayer online multiplayer online coop steam achievements steam trading cards action adventure indie massive-multiplayer earlyaccess earlyaccess survival open world scum aims evolve multiplayer open survival game unprecedented levels character customization, control progression, knowledge skills ultimate weapons long-term survival. survival open world survival craft multiplayer open world zombies massive-multiplayer nudity action earlyaccess adventure realistic crafting singleplayer fps violent pvp thirdperson gore indie rpg"
731490,"singleplayer steam achievements steam trading cards partial controller support steam cloud action 3d platformer remake classic favorite marsupial, crash bandicoot™, back! he’s enhanced, entranced ready-to-dance n. sane trilogy. relive favorite moments crash bandicoot™, crash bandicoot™ 2: cortex strikes crash bandicoot™ 3: warped, fully-remastered graphical glory! 3d platformer classic remake platformer singleplayer difficult adventure great soundtrack action funny cartoony colorful controller family friendly retro 1990s comedy thirdperson nostalgia cute"
413420,"singleplayer steam achievements full controller support steam trading cards steam cloud adventure anime detective visual novel jabberwock island—you classmates ready fun sun monokuma returned restart murderous game! trapped kill-or-be-killed situation, hope rests solving island’s mysteries. anime detective visual novel mystery story rich great soundtrack singleplayer psychological horror adventure dark comedy horror puzzle atmospheric dark comedy memes dating sim mature funny walking simulator"
620,"singleplayer coop steam achievements full controller support steam trading cards captions available steam workshop steam cloud stats includes level editor commentary available action adventure puzzle coop first-person ""perpetual testing initiative"" expanded design co-op puzzles friends! platformer puzzle dark humor firstperson story rich puzzle platformer funny female protagonist 3d platformer actionadventure action fps coop physics level editor sci-fi science atmospheric comedy adventure"
219990,"singleplayer multiplayer coop steam achievements full controller support steam trading cards steam cloud action adventure indie rpg action rpg rpg hack and slash enter apocalyptic fantasy humanity brink extinction, iron valued gold trust hard earned. arpg features complex character development, hundreds unique items, crafting quests choice & consequence. action rpg hack and slash dark fantasy rpg loot dungeon crawler coop dark multiplayer singleplayer fantasy action adventure isometric atmospheric postapocalyptic indie zombies kickstarter crowdfunded"
387990,"singleplayer multiplayer coop steam workshop steam cloud action adventure indie simulation earlyaccess earlyaccess building multiplayer enter creative paradise scrap mechanic! build fantastic machines, adventures friends defend waves evil farmbots imaginative multiplayer survival sandbox. scrap mechanic’s powerful creation tools engineer adventures! building sandbox survival open world multiplayer crafting physics base building coop singleplayer firstperson thirdperson adventure funny earlyaccess simulation action indie moddable online coop"
431240,"singleplayer online multiplayer cross-platform multiplayer steam achievements steam workshop stats includes level editor casual indie sports earlyaccess earlyaccess mini golf multiplayer friends play golf... friends! bounds courses filled fast paced, exciting, simultaneous mini golf 12 players! multiplayer casual mini golf sports golf indie funny family friendly earlyaccess coop singleplayer physics strategy simulation great soundtrack difficult memes local multiplayer massive-multiplayer action"
232090,"singleplayer multiplayer online multiplayer coop online coop steam achievements full controller support steam trading cards steam workshop inapppurcases valve anti-cheat enabled includes level editor action zombies coop gore 6-player co-op zed-slaughtering mayhem. now, 12-player versus survival mode, - zeds! zombies coop gore fps multiplayer survival action online coop horror shooter firstperson teambased survival horror great soundtrack atmospheric difficult singleplayer earlyaccess indie blood"
701160,"singleplayer coop online coop local coop shared/splitscreen steam achievements full controller support adventure indie simulation strategy strategy pixel graphics adventure kingdom crowns, players work brand-new solo co-op campaign mode build kingdom secure threat greed. experience technology, units, enemies, mounts, secrets evolution award-winning micro strategy franchise! base building strategy controller pixel graphics simulation adventure colony sim coop multiplayer tower defense local coop survival 2d side scroller online coop medieval fantasy local multiplayer atmospheric singleplayer"
391540,singleplayer steam trading cards indie rpg great soundtrack story rich choices matter undertale! rpg game destroy anyone. great soundtrack story rich choices matter multiending pixel graphics funny rpg singleplayer indie comedy 2d replay value bullet hell cute memes retro dark psychological horror dating sim horror
4500,"singleplayer multiplayer action rpg atmospheric postapocalyptic open world s.t.a.l.k.e.r.: shadow chernobyl tells story survival zone – dangerous place, fear radiation, anomalies deadly creatures, s.t.a.l.k.e.r.s, goals wishes. atmospheric postapocalyptic open world fps survival action rpg shooter survival horror horror firstperson singleplayer classic based on a novel moddable adventure immersive sci-fi inventory management difficult"
464920,singleplayer steam achievements full controller support steam trading cards steam workshop steam cloud simulation strategy strategy city builder survival challenges overcome. execute strategy improve colony’s chances survival unlocking mysteries alien world. ready? mars waiting you. colony sim city builder strategy survival space base building mars simulation sci-fi resource management singleplayer building management sandbox space sim futuristic rts open world great soundtrack moddable
641990,"singleplayer multiplayer online multiplayer local multiplayer coop online coop local coop shared/splitscreen steam achievements full controller support steam trading cards steam cloud steam leaderboards indie simulation strategy strategy multiplayer pixel graphics craft, steal, brawl escape! it’s time bust toughest prisons return life inmate escapists 2, multiplayer! takes escape? multiplayer strategy pixel graphics online coop coop 2d crafting simulation singleplayer indie local coop sandbox stealth character customization funny puzzle split screen open world difficult action"
412830,"singleplayer steam achievements steam trading cards partial controller support steam cloud adventure visual novel anime story rich developed 5pb. nitroplus, steins;gate awarded famitsu magazine's coveted annual game excellence award voted emotionally charged “tear-inducing games” made, famitsu poll. gripping moving visual novel, spawned manga anime adaptations. visual novel story rich anime time travel sci-fi great soundtrack multiending choices matter singleplayer science adventure atmospheric mystery romance thriller psychological horror memes dating sim horror casual"
824270,"singleplayer steam workshop stats action indie simulation action indie simulation huge update! world’s aim trainer, trusted pros, streamers, players you. upgrade fps skills 24,000 player-created scenarios, in-game map editor, infinite customization, cloned game physics, sharable playlists, more. human aimbot! action shooter simulation fps indie firstperson software training singleplayer controller multiplayer"
235460,"singleplayer steam achievements full controller support steam cloud action great soundtrack action hack and slash developed kojima productions platinumgames, metal gear rising: revengeance takes renowned metal gear franchise exciting territory all-new action experience. game seamlessly melds pure action epic story-telling surrounds raiden – child soldier transformed half-human, half-cyborg ninja who... great soundtrack action hack and slash spectacle fighter swordplay character action game thirdperson singleplayer fastpaced ninja gore cyberpunk story rich sci-fi difficult replay value mechs adventure beat em up stealth"
49520,singleplayer coop steam achievements full controller support steam trading cards steam cloud action rpg fps coop rpg ultimate vault hunter’s upgrade borderlands 2 experience. loot shooter action multiplayer coop looter shooter fps rpg firstperson funny comedy open world combat online coop adventure action rpg dark humor singleplayer memes sci-fi
386180,multiplayer online multiplayer mmo coop online coop steam achievements full controller support steam trading cards inapppurcases action freetoplay massive-multiplayer racing freetoplay action building crossout - post-apocalyptic mmo action game! craft unique battle machines dozens interchangeable parts destroy enemies explosive pvp online battles! freetoplay vehicular combat combat racing coop sandbox online coop action combat multiplayer racing crafting building postapocalyptic pvp massive-multiplayer adventure driving destruction thirdperson survival
627690,singleplayer steam achievements steam trading cards inapppurcases action adventure freetoplay indie strategy earlyaccess earlyaccess clicker freetoplay idle champions forgotten realms dungeons & dragons strategy management game uniting characters d&d multiverse grand adventure. idler freetoplay clicker dungeons  dragons strategy adventure earlyaccess indie fantasy action singleplayer casual multiplayer rpg 2d loot dungeon crawler magic sexual nudity
400,"singleplayer steam achievements captions available partial controller support includes level editor includes source sdk commentary available action puzzle first-person singleplayer portal™ single player game valve. set mysterious aperture science laboratories, portal called innovative games horizon offer gamers hours unique gameplay. puzzle puzzle platformer firstperson 3d platformer singleplayer sci-fi comedy female protagonist funny physics action story rich classic platformer science atmospheric fps short dark humor adventure"
492720,singleplayer online multiplayer steam achievements full controller support steam trading cards steam workshop steam cloud simulation strategy strategy city builder economy presidente back! prove feared dictator peace-loving statesman island state tropico shape fate banana republic distinctive eras. strategy city builder simulation economy management political sim multiplayer sandbox politics building singleplayer political choices matter funny coop diplomacy destruction atmospheric story rich topdown
637650,"singleplayer multiplayer online multiplayer online coop steam achievements full controller support steam trading cards steam cloud rpg rpg open world jrpg journey, ultimate quality. boasting wealth bonus content supporting ultra high-resolution graphical options hdr 10, enjoy beautiful carefully-crafted experience final fantasy before. rpg open world jrpg fantasy story rich great soundtrack singleplayer adventure action multiplayer action rpg thirdperson anime hack and slash atmospheric online coop coop violent firstperson nudity"
585420,singleplayer multiplayer online multiplayer coop online coop full controller support steam workshop steam leaderboards action adventure indie racing simulation earlyaccess earlyaccess building sandbox explore adventure creativity building vehicles unleashed open world. modify capabilities creations purpose campaign mode traverse alien planet dare engineer dreams friends trailmakers! puzzle open world multiplayer tanks jet vehicular combat moddable building sandbox physics destruction exploration simulation coop racing flight driving space robots submarine
631510,"singleplayer steam achievements full controller support steam trading cards action action hack and slash character action game popular stylish action games devil cry, devil 2, devil 3 special edition return collection! action hack and slash character action game difficult great soundtrack classic singleplayer demons spectacle fighter violent stylized thirdperson gore story rich fastpaced atmospheric beat em up adventure anime gothic"
812140,"singleplayer steam achievements steam trading cards captions available inapppurcases partial controller support action adventure rpg open world action rpg choose fate assassin's creed® odyssey. outcast living legend, embark odyssey uncover secrets change fate ancient greece. open world rpg singleplayer assassin action adventure historical stealth story rich female protagonist thirdperson parkour sexual choices matter multiplayer violent nudity atmospheric great soundtrack gore"
261640,singleplayer coop steam achievements full controller support steam trading cards steam cloud action rpg coop action fps launch borderlands universe shoot ‘n’ loot brand adventure rockets pandora’s moon borderlands: pre-sequel! looter shooter coop fps action comedy loot rpg open world multiplayer shooter funny online coop firstperson space adventure sci-fi action rpg singleplayer memes atmospheric
204360,"singleplayer multiplayer online multiplayer local multiplayer coop online coop local coop shared/splitscreen cross-platform multiplayer steam achievements full controller support steam trading cards steam cloud steam leaderboards action adventure casual indie rpg coop action adventure hack, slash, smash victory award winning 2d arcade adventure behemoth! 2d online coop funny beat em up hack and slash coop adventure 4 player local local coop multiplayer local multiplayer action singleplayer medieval cartoony cute comedy rpg arcade casual"
418370,"singleplayer steam achievements full controller support steam trading cards steam cloud action adventure horror survival horror first-person fear isolation seep walls abandoned southern farmhouse. ""7"" marks survival horror “isolated view” visceral first-person perspective. horror survival horror firstperson singleplayer atmospheric zombies gore psychological horror action violent survival adventure story rich puzzle vr fps multiplayer exploration shooter classic"
246620,"singleplayer online multiplayer online coop cross-platform multiplayer steam achievements steam trading cards steam workshop partial controller support steam cloud stats steam leaderboards includes level editor casual indie simulation strategy strategy simulation indie plague inc: evolved unique mix high strategy terrifyingly realistic simulation. pathogen infected 'patient zero' - bring human history evolving deadly, global plague whilst adapting humanity defend itself. strategy simulation outbreak sim indie singleplayer multiplayer zombies casual tactical replay value postapocalyptic addictive realistic 2d difficult atmospheric earlyaccess coop sandbox survival"
466560,singleplayer multiplayer online multiplayer coop online coop steam achievements steam trading cards steam cloud indie simulation strategy strategy city builder resource management northgard strategy game based norse mythology control clan vikings vying control mysterious newfound continent. simulation strategy city builder rts base building building 4x tactical colony sim economy management war moddable pvp pve singleplayer multiplayer coop vikings resource management
527230,singleplayer multiplayer online multiplayer local multiplayer coop online coop local coop shared/splitscreen steam achievements full controller support steam trading cards steam cloud adventure indie rpg strategy rpg turn-based combat adventure king strategic rpg blends tabletop roguelike elements challenging adventure spans realms. set single player experience play cooperatively online locally. rpg open world strategy online coop roguelike turnbased multiplayer coop turnbased combat adventure tabletop roguelite turnbased strategy partybased rpg indie board game fantasy local coop hex grid strategy rpg
758870,"singleplayer full controller support indie rpg simulation earlyaccess earlyaccess rpg simulation beautiful life sim sandbox rpg. raise family, farm land, business, cook, craft build everlasting legacy vast filled adventure, creativity meaningful choices. rpg sandbox pixel graphics life sim adventure farming sim dark fantasy relaxing simulation crafting fantasy management funny singleplayer combat open world exploration 2d indie earlyaccess"
410900,"singleplayer online multiplayer online coop steam achievements steam workshop steam leaderboards includes level editor action strategy strategy base-building action forts physics-based rts foes design build custom bases, arm teeth blast opponent's creations rubble. base building physics multiplayer destruction building strategy moddable sandbox memes action 2d military level editor funny indie singleplayer tactical retro pixel graphics lemmings"
209000,"singleplayer steam achievements full controller support steam trading cards steam cloud steam leaderboards action adventure action batman open world december 4, 2016, online services portion batman: arkham origins retired. joined battle 3 years. single player campaign played enjoyed offline. action open world superhero adventure thirdperson stealth singleplayer multiplayer fighting beat em up comic book detective story rich atmospheric actionadventure controller 3d vision sandbox thirdperson shooter rpg"
287700,"singleplayer multiplayer steam achievements full controller support steam trading cards captions available steam cloud steam leaderboards action adventure stealth open world story rich ushering era metal gear franchise cutting-edge technology powered fox engine, metal gear solid v: phantom pain, provide players first-rate gaming experience offered tactical freedom carry open-world missions. stealth open world action story rich tactical cinematic great soundtrack thirdperson singleplayer atmospheric adventure horses multiplayer thirdperson shooter shooter replay value sandbox dark sci-fi heist"
359320,singleplayer multiplayer mmo coop vr support partial controller support action adventure massive-multiplayer rpg simulation strategy space sim space open world control starship cutthroat galaxy. elite dangerous definitive massively multiplayer space epic. space sim space open world exploration sci-fi simulation massive-multiplayer multiplayer firstperson vr action adventure sandbox online coop singleplayer trading rpg difficult strategy trackir
304050,"online multiplayer mmo coop steam achievements steam trading cards steam workshop inapppurcases action adventure casual freetoplay massive-multiplayer rpg freetoplay open world multiplayer grab friends, hone blades, set adventure trove, ultimate action mmo! freetoplay open world multiplayer mmorpg adventure massive-multiplayer building sandbox rpg pixel graphics action crafting thirdperson coop exploration dungeon crawler voxel casual funny fps"
690790,"singleplayer multiplayer online multiplayer steam achievements full controller support steam cloud racing simulation sports racing simulation sports dirt rally 2.0 dares carve selection iconic rally locations globe, powerful off-road vehicles made, knowing smallest mistake stage. racing automobile sim simulation multiplayer sports driving realistic offroad vr singleplayer difficult firstperson open world controller coop 3d vision family friendly trackir action adventure"
784950,"online multiplayer mmo online coop cross-platform multiplayer steam achievements steam trading cards inapppurcases freetoplay indie massive-multiplayer strategy freetoplay strategy massive-multiplayer long term strategy game control armed forces nation. responsible military expansion, technological economic development. form alliances wage total war global dominance battlefields war 3. strategy freetoplay massive-multiplayer grand strategy indie wargame simulation rts diplomacy politics base building action realtime alternate history gridbased movement online coop casual replay value asynchronous multiplayer board game"
323190,"singleplayer steam achievements steam trading cards steam cloud simulation strategy city builder survival strategy frostpunk society survival game. ruler city earth, duty manage citizens infrastructure. decisions ensure society's survival? pushed breaking point? process? city builder survival strategy resource management postapocalyptic steampunk colony sim building base building simulation singleplayer management choices matter atmospheric economy dark rts difficult realtime with pause great soundtrack"
